Property_id,Offer,URL,Property_type,Include_w_e,Title,Area,Governorate,Beds,Baths,Size,Availability_date,Agent_name,Agency,Amenities,rent
8139,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-938891.html,Apartment,Inclusive,PREMIMUM | STUNNING | AMAZING | PET ALLOWED | REEF,Reef Island,Capital Governorate,2,3,"1,938 sqft / 180 sqm",23 Jul 2025,Usman Ali,Le Reef,14.0,1150.0
749,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-956129.html,Apartment,Inclusive,Classy / Fully Furnished / Quiet,Amwaj Islands,Muharraq Governorate,1,2,753 sqft / 70 sqm,25 Sep 2025,MIKAL REALESTATE,MIKAL REALESTATE AGENCY W.L.L,9.0,320.0
1260,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-955325.html,Apartment,Inclusive,Deposit not required|BIG|Pet friendly|Near highway,Al Juffair,Capital Governorate,2,2,"1,507 sqft / 140 sqm",18 May 2025,Ernest Gnanadas,Deccan Real Estate,15.0,360.0
4719,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-949826.html,Apartment,Inclusive,Brand New Weekly House keeping Balcony,Seef,Capital Governorate,1,2,"1,023 sqft / 95 sqm",24 Aug 2025,Iris Property Management W.L.L,Iris Property Management WLL,18.0,600.0
1889,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-954368.html,Apartment,Inclusive,Beautiful flat for r,Seef,Capital Governorate,1,2,"1,076 sqft / 100 sqm",18 Sep 2025,Dafina Muca,Al Janabiya Gate Real Estate,13.0,370.0
712,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-956192.html,Apartment,Inclusive,SEA VIEW | BALCONY | BRIGHT | MODERN,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,2,2,"1,184 sqft / 110 sqm",25 Sep 2025,Mohamed Ali,HOUSE 2 HOME W.L.L,14.0,400.0
12369,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-882110.html,Apartment,Exclusive,High floor | Mordern | super affordable,Al Juffair,Capital Governorate,1,1,603 sqft / 56 sqm,6 Jan 2025,Anup Simon,AVIRO Real Estate,12.0,300.0
12881,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-marina-855134.html,Apartment,Exclusive,Studio Apartment  in Amwaj Island,"Amwaj Marina, Amwaj Islands",Muharraq Governorate,studio,1,506 sqft / 47 sqm,29 Oct 2024,ANGELINA KASSAPIDI,Grnata,9.0,240.0
7018,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-943229.html,Apartment,Inclusive,PÁDEL COURT | TERRACE | INCLUSIVE |,Reef Island,Capital Governorate,1,2,"1,001 sqft / 93 sqm",8 Aug 2025,Mohamed Ali,HOUSE 2 HOME W.L.L,15.0,500.0
8725,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-935681.html,Apartment,Exclusive,"2 BHK SEMI FURNISHED, BRIGHT, INCLUSIVE, BALCONY",Hidd,Muharraq Governorate,2,3,"1,399 sqft / 130 sqm",12 Jul 2025,Aneela Mukhtar,Wise Rise Real Estate,5.0,260.0
6750,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-944074.html,Villa,Inclusive,"Beautiful Green compound 4bed Villa, BD1400 Incl!",Saar,Northern Governorate,4+ Maid,5,"4,413 sqft / 410 sqm",10 Aug 2025,Jasmine Dhakan,Americana Real Estate W.L.L,15.0,1400.0
4809,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-949680.html,Apartment,Inclusive,HIGH FLOOR | BALCONY | STORE |CLOSE KITCHEN,Seef,Capital Governorate,2,2,"1,475 sqft / 137 sqm",1 Sep 2025,Ismail Abdullah,EMPIRE REAL ESTATE,11.0,450.0
3330,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-um-al-hasam-952087.html,Villa,Exclusive,NAVY APPROVED | SEMI-FURNISHED | VILLA | COMPOUND,"Um Al Hasam, Manama",Capital Governorate,4+ Maid,4,"1,851 sqft / 172 sqm",10 Sep 2025,Julius Sibal,Haqbaz Real Estate,10.0,1200.0
3294,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-952164.html,Apartment,Inclusive,SPACIOUS | PRIME LOCATION FLAT IN JANABIYAH,Janabiya,Northern Governorate,2,2,"1,292 sqft / 120 sqm",10 Sep 2025,Mohamed Ali,HOUSE 2 HOME W.L.L,4.0,240.0
7822,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-zinj-940675.html,Apartment,Inclusive,Spacious Furnished 2BR Apt+EWA &amp; Internet,"Zinj, Manama",Capital Governorate,2,2,"1,130 sqft / 105 sqm",30 Jul 2025,Aby N,4You Properties,7.0,300.0
12770,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-nabih-saleh-862479.html,Villa,Exclusive,FAMILY COMPOUND VILLA | OUTSIDE GARDEN,Nabih Saleh,Capital Governorate,3,3,"2,153 sqft / 200 sqm",,Muhammad,Al Waleed Homes,6.0,400.0
5415,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-948249.html,Apartment,Inclusive,SPACIOUS  | LUXURIOUS APARTMENT | SEAVIEWS,Seef,Capital Governorate,1+ Maid,2,753 sqft / 70 sqm,27 Aug 2025,Rania Properties,Rania Properties W.L.L,24.0,400.0
12282,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-southern-governorate-riffa-al-bahair-885092.html,Apartment,Exclusive,Fully Furnished 3-Bed Flat for Rent in Al Buhair,"Al Bahair, Riffa",Southern Governorate,3,2,"2,153 sqft / 200 sqm",15 Jan 2025,ABDUL JABBAR TAHIR,Luxury Homes,,400.0
9449,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-931236.html,Apartment,Inclusive,Balcony | EWA | Internet | Open kitchen,Al Juffair,Capital Governorate,1,2,786 sqft / 73 sqm,23 Jun 2025,Devesh Kumar,Kensington Real Estate,7.0,370.0
4866,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-muharraq-governorate-amwaj-islands-al-marsa-floating-city-949562.html,Villa,Exclusive,Great Deal | Garden | Waterfront | Easy Access,"Al Marsa Floating City, Amwaj Islands",Muharraq Governorate,4+ Maid,5,"3,800 sqft / 353 sqm",1 Sep 2025,Lijas Ali,Underhill Real Estate,9.0,1000.0
105,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-janabiya-957073.html,Villa,Exclusive,DREAM FAMILY HOME | 4BHK | NEAR QUEST SCHOOL,Janabiya,Northern Governorate,4+ Maid,4,"2,260 sqft / 210 sqm",29 Sep 2025,Irina Matvievici,Instant Homz,10.0,900.0
1795,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-mahooz-954522.html,Villa,Exclusive,5BR STANDALONE VILLA | PRIVATE POOL | MAHOOZ,"Mahooz, Manama",Capital Governorate,5+ Maid,5,"4,306 sqft / 400 sqm",18 Sep 2025,Farhan Tariq,BHH Real Estate,16.0,1200.0
11626,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-maqabah-905286.html,Apartment,Inclusive,A Grand Furnished Two Bedroom Apartment,Maqabah,Northern Governorate,2,2,"1,292 sqft / 120 sqm",5 Mar 2025,Aby N,4You Properties,2.0,350.0
2387,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-953581.html,Apartment,Inclusive,Offer - Modern | Spacious | Great Facilities,Al Juffair,Capital Governorate,1,2,861 sqft / 80 sqm,15 Sep 2025,Antony Shaiju,VH Homes,16.0,280.0
12730,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-the-lagoon-864873.html,Apartment,Inclusive,Amazing Home 290 sqm + MAID ROOM | Housekeeping,"The Lagoon, Amwaj Islands",Muharraq Governorate,3+ Maid,5,"3,122 sqft / 290 sqm",11 May 2025,Karine Nalbandyan,Master House Real Estate,13.0,850.0
4848,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-949604.html,Apartment,Exclusive,Family friendly  | Spacious | Affordable Rent,Janabiya,Northern Governorate,2,3,"1,399 sqft / 130 sqm",1 Sep 2025,Anjum Jawaid,River West Properties,3.0,300.0
9869,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-adliya-927478.html,Apartment,Exclusive,Bright | Spacious | 3BHK | Parking | Balcony|,"Adliya, Manama",Capital Governorate,3,3,"1,507 sqft / 140 sqm",10 Jun 2025,Rajesh Kumar Chandekode Siva Sankaran,Pegasus Real Estate,5.0,350.0
7402,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-seef-942126.html,Apartment,Inclusive,Sea View  Furnished 1BHK | Gym | Pool | Balcony,Seef,Capital Governorate,1,2,969 sqft / 90 sqm,5 Aug 2025,Alifya,Luxury Homes,6.0,650.0
1659,Rent,https://www.propertyfinder.bh/en/plp/rent/penthouse-for-rent-muharraq-governorate-amwaj-islands-the-lagoon-954738.html,Penthouse,Inclusive,NAVY APPROVED | HUGE TERRACE | SPACIOUS | SEA VIEW,"The Lagoon, Amwaj Islands",Muharraq Governorate,3,3,"1,798 sqft / 167 sqm",19 Sep 2025,Fadi Eweida,Casa Lusso Real Estate,13.0,700.0
213,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-amwaj-avenue-956950.html,Apartment,Exclusive,Modern / Neat &amp; Clean / Cozy / City View,"Amwaj Avenue, Amwaj Islands",Muharraq Governorate,1,1,861 sqft / 80 sqm,25 Sep 2024,Muhammad Suleman,Best Buy Real Estate,10.0,300.0
13699,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-galali-728294.html,Apartment,Exclusive,2 Bedroom 2 Bathroom Unfurnished Flat for Rent,Galali,Muharraq Governorate,2,2,"1,292 sqft / 120 sqm",,Muhammad,Al Waleed Homes,,250.0
4420,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-950378.html,Apartment,Inclusive,Brand New / Pets Allowed / Maid Service Balcony,Al Juffair,Capital Governorate,1,2,"1,076 sqft / 100 sqm",3 Sep 2025,Al Ward Real Estate,AlWard Real Estate,15.0,330.0
13300,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-806898.html,Apartment,Inclusive,SPACIOUS I CLOSED KITCHEN I SWIMMING POOL,Al Juffair,Capital Governorate,3,2,"1,668 sqft / 155 sqm",4 Jun 2024,Husain Zaman,Padrino Real Estates,10.0,400.0
8123,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-saar-938948.html,Apartment,Inclusive,BRIGHT | MODERN COMFORT | SECURE LIVING |,Saar,Northern Governorate,2,2,"1,722 sqft / 160 sqm",1 Jul 2025,Ahmed Shaikh,Riffa Fort Real Estate Office,4.0,400.0
1360,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-955195.html,Apartment,Inclusive,Charming Apartment | Internet | Prime Location,Amwaj Islands,Muharraq Governorate,1,1,678 sqft / 63 sqm,21 Sep 2025,fawad akber,Haqbaz Real Estate,7.0,350.0
335,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-956727.html,Apartment,Inclusive,FURNISHED - 1 BEDROOM - SPACIOUS - GOOD AREA,"Mahooz, Manama",Capital Governorate,1,1,"1,324 sqft / 123 sqm",28 Sep 2025,Imad Hasan,Dominion Properties,9.0,200.0
10870,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-central-governorate-tubli-916252.html,Apartment,Exclusive,3 Bedroom apartment for rent in tubli,Tubli,Central Governorate,3,3,"1,292 sqft / 120 sqm",21 Apr 2025,Savio Fernandes,Almoayyed property solutions,2.0,300.0
3111,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-al-qadam-952457.html,Apartment,Exclusive,Modern and spacious apartment for rent- Ishbillya,Al Qadam,Northern Governorate,2,2,"1,615 sqft / 150 sqm",12 Apr 2025,Muhammad Aamir Mansha,Grnata Real Estate,3.0,250.0
793,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-bahrain-bay-956062.html,Apartment,Inclusive,Premium 1 Bedroom Near Four Season Great Price****,Bahrain Bay,Capital Governorate,1,1,753 sqft / 70 sqm,24 Sep 2025,Sandeep Kumar,Bin Faqeeh,14.0,450.0
234,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-956919.html,Apartment,Inclusive,Sea/ Water Views: Charming Apartment for Rent,Al Juffair,Capital Governorate,1,1,753 sqft / 70 sqm,28 Sep 2025,Dina Ellaban,OMG Real Estate,4.0,300.0
7878,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-um-al-hasam-940459.html,Apartment,Inclusive,Fully Furnished | 2HK | Gym | Lift | Split AC,"Um Al Hasam, Manama",Capital Governorate,2,2,"1,292 sqft / 120 sqm",10 Sep 2025,Muhammad Usman,Luxury Homes,4.0,380.0
13515,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-770689.html,Apartment,Exclusive,1BR fully furnished luxurious apartment for rent in Manama,"Sanabis, Manama",Capital Governorate,1,2,"1,292 sqft / 120 sqm",13 Feb 2024,Rashed Alnaham,Al Naham Real Estate,9.0,350.0
1065,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-955616.html,Apartment,Inclusive,Dishwasher|2 Full bathrooms|Kids areas|Sea view,Al Juffair,Capital Governorate,1,2,"1,076 sqft / 100 sqm",19 May 2025,Ernest Gnanadas,Deccan Real Estate,18.0,450.0
210,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-bahrain-financial-harbour-956954.html,Apartment,Inclusive,Furnished Luxury with Marina Views,"Bahrain Financial Harbour, Manama",Capital Governorate,1,1,753 sqft / 70 sqm,28 Sep 2025,Mohamed Abdulwahab,LUMINOUS REAL ESTATE,8.0,550.0
10768,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-917275.html,Apartment,Inclusive,Unlimited EWA | 1 BED | 2 BATH,Hidd,Muharraq Governorate,1,2,969 sqft / 90 sqm,27 Sep 2025,Abu Bakar Siddque,Luxury Homes,1.0,220.0
7591,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-janabiya-941556.html,Villa,Exclusive,SPACIOUS | BRIGHT | PRIME LOCATION | POOL GARDEN,Janabiya,Northern Governorate,4+ Maid,5,"6,997 sqft / 650 sqm",3 Aug 2025,Usman Ali,Crystallite Real Estate,11.0,1100.0
13832,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-700679.html,Apartment,Exclusive,Luxury flat for rent in Juffair area,Al Juffair,Capital Governorate,3,3,"2,239 sqft / 208 sqm",,ABRAR ALMUQDAD,Grnata,9.0,800.0
4499,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-950278.html,Apartment,Inclusive,Ultra Spacious 3 Bedroom Closed Kitchen Balcony,Al Juffair,Capital Governorate,3,3,"2,099 sqft / 195 sqm",3 Sep 2025,Aby N,4You Properties,15.0,480.0
8460,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-sanabis-937208.html,Apartment,Inclusive,LUXURIOUS | SPACIOUS APARTMENT | WIFI | CITYVIEWS,"Sanabis, Manama",Capital Governorate,1,1,807 sqft / 75 sqm,16 Jul 2025,Rania Properties,Rania Properties W.L.L,21.0,300.0
2414,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-953536.html,Apartment,Inclusive,BIG LIVING AREA | HUGE BALCONY | GOOD LOCATION,Al Juffair,Capital Governorate,2,2,"1,292 sqft / 120 sqm",17 Sep 2025,JUNAID MUNAWAR,Best Buy Real Estate,16.0,370.0
7750,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-southern-governorate-durrat-al-bahrain-durrat-marina-940993.html,Villa,Inclusive,Lifestyle I Luxury and Privacy I Sea View,"Durrat Marina, Durrat Al Bahrain",Southern Governorate,3+ Maid,6,"5,382 sqft / 500 sqm",31 Jul 2025,Alsuwaie Real Estate,Al Suwaie Real Estate,18.0,1500.0
6779,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-busaiteen-943993.html,Apartment,Inclusive,Fully Furnished 2-BR Luxury | Featuring a Balcony,Busaiteen,Muharraq Governorate,2,2,"1,292 sqft / 120 sqm",11 Aug 2025,Mustafa  Ebrahim,Grnata Real Estate,3.0,420.0
10887,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-capital-governorate-manama-adliya-916020.html,Villa,Exclusive,"Modern 3Bed Villa with Private Pool,small compound","Adliya, Manama",Capital Governorate,3,3,"3,229 sqft / 300 sqm",19 Apr 2025,Jasmine Dhakan,Americana Real Estate W.L.L,7.0,850.0
6374,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-central-governorate-tubli-945280.html,Apartment,Exclusive,2 bedrooms apartment in tubli .......,Tubli,Central Governorate,2,2,"1,076 sqft / 100 sqm",7 Aug 2025,Mustafa  Ebrahim,Grnata Real Estate,1.0,160.0
872,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-955929.html,Apartment,Inclusive,Marassi Park | Modern | Big Terrace | Beach Access,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,1,1,753 sqft / 70 sqm,24 Sep 2025,Mohamed Jamal,MJK Properties,12.0,370.0
1264,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-mahooz-955321.html,Apartment,Inclusive,Closed kitchen|GAS|School bus coming down|inclusiv,"Mahooz, Manama",Capital Governorate,2,2,"1,292 sqft / 120 sqm",12 Jun 2025,Ernest Gnanadas,Deccan Real Estate,13.0,380.0
1619,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-al-burhama-954752.html,Apartment,Inclusive,Brand New Furniture | Wifi | Gym | Store Room,"Al Burhama, Manama",Capital Governorate,1,1,"1,023 sqft / 95 sqm",19 Sep 2025,Antony Shaiju,VH Homes,11.0,330.0
4346,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-muharraq-governorate-amwaj-islands-tala-island-950498.html,Villa,Inclusive,STUNNING VILLA - BEACH ACCESS - POOL – GARDEN,"Tala Island, Amwaj Islands",Muharraq Governorate,5+ Maid,6,"7,642 sqft / 710 sqm",3 Sep 2025,Sheila  Mcewan,Property Locators,14.0,2500.0
9479,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-al-marsa-floating-city-930949.html,Apartment,Inclusive,Sea View | 1 Bedroom | Amenities | Private Beach,"Al Marsa Floating City, Amwaj Islands",Muharraq Governorate,1,1,861 sqft / 80 sqm,22 Jun 2025,Raheel Saeed,Oxus Realty,18.0,380.0
2415,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-953535.html,Apartment,Inclusive,Furnished 2BHK APARTMENT WITH 1 MONTH FREE,Hidd,Muharraq Governorate,2,2,"1,292 sqft / 120 sqm",15 Sep 2025,Sreekuttan Sreenivasan,Grnata Real Estate,5.0,350.0
13763,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-715919.html,Apartment,Exclusive,Flat for rent in Juffair Manama,Al Juffair,Capital Governorate,1,2,861 sqft / 80 sqm,,Mohamed Jameel,Grnata,1.0,320.0
12694,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-reef-island-867451.html,Apartment,Inclusive,Sea View-2 Balconies-Sunset Views-Navy Approved,Reef Island,Capital Governorate,3,3,"1,851 sqft / 172 sqm",1 Oct 2023,Dawn Williams,ASK Real Estate,15.0,1100.0
5704,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-diyar-al-muharraq-marassi-boulevard-947332.html,Apartment,Inclusive,Attractive | Stylish | Balcony | Beach Access,"Marassi Boulevard, Diyar Al Muharraq",Muharraq Governorate,1,1,646 sqft / 60 sqm,24 Aug 2025,Ivana Ivanova,Agate Real Estate,16.0,350.0
1221,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-amwaj-islands-tala-island-955336.html,Apartment,Inclusive,Spacious 3 BR+Maids in Tala island w/Beach,"Tala Island, Amwaj Islands",Muharraq Governorate,3+ Maid,3,"1,507 sqft / 140 sqm",22 Sep 2025,Zsuzsanna Gecse,Arabian Homes Properties,9.0,850.0
12073,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-893785.html,Apartment,Exclusive,LUXURY FURNISHED 3 BHK.| SEA VIEWS  | JUFFAIR,Al Juffair,Capital Governorate,3,4,"1,292 sqft / 120 sqm",21 Mar 2025,Rania Properties,Rania Properties W.L.L,18.0,500.0
1766,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-954561.html,Apartment,Exclusive,2 bedroom + maidsroom luxury apartment in juffair,Al Juffair,Capital Governorate,2+ Maid,2,"1,593 sqft / 148 sqm",18 Sep 2025,Johnny Fe Matunding,Alforsa Real Estate,21.0,822.0
5497,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-salmaniya-947974.html,Apartment,Exclusive,Top Investment | Prime Location in Salmaniya,"Salmaniya, Manama",Capital Governorate,2,2,151 sqft / 14 sqm,18 Aug 2025,ABUL INVESTMENT,Abul Investment Co. (Partnership),1.0,180.0
7835,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-saar-940640.html,Villa,Exclusive,HOT DEAL | BRIGHT | MODREN | POOL | MAID,Saar,Northern Governorate,5+ Maid,6,"5,920 sqft / 550 sqm",30 Jul 2025,Usman Ali,Crystallite Real Estate,9.0,1000.0
12562,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-janabiya-874431.html,Apartment,Exclusive,PREMIUM | CONTEMPORARY | SPACIOUS,Janabiya,Northern Governorate,2,2,"1,130 sqft / 105 sqm",,ALDRIN MENDEZ,IFOUND REAL ESTATE W.L.L,1.0,450.0
2002,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-hamala-954211.html,Villa,Exclusive,BRIGHT 4BR | PRIVATE POOL and GARDEN | EASY ACCESS,Hamala,Northern Governorate,4+ Maid,5,"5,920 sqft / 550 sqm",17 Sep 2025,Rolin Faouri,Instant Homz,9.0,1000.0
8342,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-manama-souq-937851.html,Apartment,Inclusive,close kitchen | near police fort | best location,"Manama Souq, Manama",Capital Governorate,2,2,"1,184 sqft / 110 sqm",20 Jul 2025,Mohammed Sayed  Saheb,Grnata Real Estate,2.0,200.0
4582,Rent,https://www.propertyfinder.bh/en/plp/rent/compound-for-rent-northern-governorate-janabiya-950132.html,Compound,Inclusive,Elegant 4-Bedroom Villa | Amazing Facilities,Janabiya,Northern Governorate,4+ Maid,6,"4,090 sqft / 380 sqm",2 Sep 2025,Sheila  Mcewan,Property Locators,13.0,850.0
13543,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-central-governorate-jid-ali-763690.html,Apartment,Exclusive,Affordable 2-Bedroom Flat for Rent at Only 130 BD,Jid Ali,Central Governorate,2,1,"1,076 sqft / 100 sqm",27 Mar 2024,Al Taadul,Al TA'ADUL Real Estate,1.0,140.0
1486,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-central-governorate-tubli-954984.html,Villa,Exclusive,For Rent – Villa in a Prime Location in Tubli,Tubli,Central Governorate,3+ Maid,2,"3,767 sqft / 350 sqm",20 Sep 2025,Damac Realestate,DAMAC REALESTATE ESTABLISHMENT,13.0,1000.0
3583,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-al-juffair-951643.html,Apartment,Inclusive,maids room|Kids area|Party area|closed kitchen,Al Juffair,Capital Governorate,2,3,"1,184 sqft / 110 sqm",25 Jun 2025,Ernest Gnanadas,Deccan Real Estate,17.0,400.0
2524,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-muharraq-governorate-hidd-953361.html,Apartment,Inclusive,Luxury Modern Apartment With Open Kitchen Plan,Hidd,Muharraq Governorate,1,1,753 sqft / 70 sqm,15 Sep 2025,Khawla Real Estate,Khawla Real Estate,14.0,450.0
12370,Rent,https://www.propertyfinder.bh/en/plp/rent/villa-for-rent-northern-governorate-janabiya-881936.html,Villa,Exclusive,4BR-GARDEN-FACILITIES-PRIME LOCATION,Janabiya,Northern Governorate,4,4,"3,767 sqft / 350 sqm",8 Jan 2025,Vinay Sharma,Skyvio Properties,7.0,800.0
5641,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-abraj-al-lulu-947569.html,Apartment,Exclusive,TAILORED TO YOUR HIGHEST STANDARD/ SMARTLY PRICED,"Abraj Al Lulu, Manama",Capital Governorate,4+ Maid,6,"2,852 sqft / 265 sqm",24 Aug 2025,Nanda Kumar,A-1 Bahrain Properties,19.0,820.0
3079,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-bahrain-financial-harbour-952509.html,Apartment,Inclusive,PERFECT SEA VIEW | BALCONY | LUXURIOUS 2BHK | COZY,"Bahrain Financial Harbour, Manama",Capital Governorate,2,3,"1,830 sqft / 170 sqm",11 Sep 2025,Zuhair Tlili,Instant Homz,12.0,900.0
4834,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-adliya-949630.html,Apartment,Inclusive,Elegant 1BHK |UNLIMITED EWA| Pool-GYM,"Adliya, Manama",Capital Governorate,1,1,807 sqft / 75 sqm,1 Sep 2025,Ammad A,AG For Properties,11.0,300.0
1306,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-capital-governorate-manama-water-garden-city-955263.html,Apartment,Exclusive,LUXURIOUS LIVING | BEACH ACCESS | SEA VIEW ..,"Water Garden City, Manama",Capital Governorate,studio,1,538 sqft / 50 sqm,28 Sep 2025,JUNAID MUNAWAR,Best Buy Real Estate,17.0,310.0
4783,Rent,https://www.propertyfinder.bh/en/plp/rent/apartment-for-rent-northern-governorate-jeblat-hebshi-949731.html,Apartment,Inclusive,Clean and spacious semi furnished inclusive EWA,Jeblat Hebshi,Northern Governorate,1,1,915 sqft / 85 sqm,1 Sep 2025,Mostafa Awad,Grnata Real Estate,3.0,250.0
