uni,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps transformed,Accept transformed,Enroll transformed,Top10perc transformed,F.Undergrad transformed,P.Undergrad transformed,Outstate transformed,Books transformed,Personal transformed,PhD transformed,Terminal transformed,S.F.Ratio transformed,perc.alumni transformed,Expend transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_encoded,Apps transformed scaled,Top10perc transformed scaled,F.Undergrad transformed scaled,P.Undergrad transformed scaled,Outstate transformed scaled,Books transformed scaled,Personal transformed scaled,PhD transformed scaled,S.F.Ratio transformed scaled,perc.alumni transformed scaled,Expend transformed scaled,Private_encoded scaled
Duke University,Yes,13789,3893,1583,90,98,6188,53,18590,5950,625,1162,95.0,96,5.0,44,27206,97,1.8639370369675132,1.1629205413880588,1.232995246205602,2.453520190826315,1.0875536411366784,-1.069358321009259,1.7646674006837815,0.6040974685992213,-0.07630959313562119,1.585459173426256,1.2631079470739583,-2.6737361005777425,3.8066624897703196,2.2744789398668477,0.2823264921314091,Tier 3,2.0,1,1.8639370369675134,2.453520190826315,1.0875536411366793,-1.0693583210092592,1.7646674006837824,0.6040974685992184,-0.07630959313562129,1.5854591734262562,-2.6737361005777416,1.3048910821928212,2.2744789398668512,0.6130958528832952
Earlham College,Yes,1358,1006,274,35,63,1028,13,15036,4056,600,600,90.0,94,10.6,46,14634,78,-0.1600320745665356,-0.1639427689645028,-0.5481146611237974,0.6254462220634167,-0.6466676188656374,-1.7590097315881188,1.1245479107132026,0.4500102891071356,-1.4057817650474271,1.1690808548601646,1.0650292563104273,-0.8731797768392634,3.8501476017100584,1.2517826690512246,0.7407952871870398,Tier 2,1.0,1,-0.16003207456653595,0.6254462220634167,-0.6466676188656368,-1.759009731588119,1.1245479107132033,0.45001028910713264,-1.4057817650474271,1.1690808548601648,-0.8731797768392625,1.3758789168619239,1.251782669051228,0.6130958528832952
East Carolina University,No,9274,6362,2435,14,44,13171,1687,7248,3240,500,1700,74.0,78,13.2,18,9002,58,1.5416314362168468,1.6141901540296393,1.6016878077756096,-0.7707527080612918,1.6373530257008468,1.0990572445552307,-0.7526889005242525,-0.22842386667757714,0.7190202592323777,-0.01951568563953552,-0.28553671812966114,-0.17187351881221072,2.9444389791664403,0.172550523203257,0.6860038818201424,Tier 1,0.0,0,1.541631436216847,-0.7707527080612918,1.637353025700848,1.0990572445552305,-0.7526889005242524,-0.22842386667758008,0.7190202592323776,-0.019515685639535405,-0.17187351881220989,-0.10265686440973162,0.17255052320326042,-1.6310663255951814
East Tennessee State University,No,3330,2730,1303,15,36,6706,2640,5800,3000,600,2200,73.0,75,14.0,9,9825,42,0.6644550129936195,0.8270470633611663,1.0581633687071579,-0.6766850005818633,1.1504609390598222,1.4378263546844938,-1.2383572056109586,0.4500102891071356,1.2708345600115423,-0.08649263453270115,-0.4947312768374728,0.03277145810476818,2.302585092994046,0.3883915620718533,0.8198198198198198,Tier 1,0.0,0,0.6644550129936193,-0.6766850005818633,1.150460939059823,1.4378263546844936,-1.2383572056109584,0.45001028910713264,1.2708345600115423,-0.08649263453270103,0.03277145810476901,-1.1504595610307922,0.3883915620718567,-1.6310663255951814
East Texas Baptist University,Yes,379,341,265,10,36,1050,151,4950,2780,530,1500,75.0,62,15.7,7,5619,38,-1.4312096267317456,-1.3192324323710807,-0.586903714397702,-1.2063544244260114,-0.6220031288523041,-0.48959286511346045,-1.5617647226924687,-0.013321968946560956,0.4549153027020339,,-1.253793161208231,0.45309210422462504,2.0794415416798357,-1.1837244526987265,0.899736147757256,Tier 1,0.0,1,-1.431209626731746,-1.2063544244260114,-0.6220031288523036,-0.48959286511346056,-1.5617647226924687,-0.013321968946563895,0.4549153027020338,0.04832421291887901,0.45309210422462587,-1.5147331439094829,-1.1837244526987232,0.6130958528832952
Eastern College,Yes,458,369,165,16,42,1057,355,11190,4800,450,1230,60.0,60,13.6,22,8135,54,-1.234989628880663,-1.2319633830882284,-1.1591463138609053,-0.5871679226871698,-0.6142870525622848,0.030327050456511274,0.30749631201750227,-0.6133100628932622,0.04114995323973297,-0.878369975757716,-1.3504282584260159,-0.0689648444728493,3.1354942159291497,-0.09041847540515913,0.8056768558951966,Tier 2,1.0,1,-1.2349896288806634,-0.5871679226871698,-0.6142870525622842,0.030327050456511146,0.30749631201750266,-0.6133100628932651,0.04114995323973287,-0.8783699757577159,-0.06896484447284847,0.20923373342918825,-0.09041847540515573,0.6130958528832952
Eastern Connecticut State University,No,2172,1493,564,14,50,2766,1531,5962,4316,650,500,71.0,76,16.9,14,5719,50,0.2784525033715788,0.23628459825187115,0.24348059191011756,-0.7707527080612918,0.39271864158296893,1.0276112299161886,-1.1803190336230784,0.7529019485404129,-1.7612021643396452,-0.21785519984906473,-0.4264744945937568,0.7391659776222955,2.70805020110221,-1.1264799991682604,0.6873848987108656,Tier 1,0.0,0,0.2784525033715785,-0.7707527080612918,0.39271864158296965,1.0276112299161884,-1.1803190336230782,0.75290194854041,-1.7612021643396452,-0.21785519984906462,0.7391659776222964,-0.4885527893899716,-1.126479999168257,-1.6310663255951814
Eastern Illinois University,No,5597,4253,1565,12,38,9161,845,5710,3066,120,1730,62.0,71,16.2,5,5682,76,1.1174297045451662,1.2453342235557552,1.2228676781330838,-0.9749983196713342,1.3843920141659563,0.6046212894831745,-1.2710616444446,-5.024878318423663,0.7561275889626935,-0.7661006908295812,-0.7532925064547982,0.573289545302427,1.791759469228055,-1.1474793717257654,0.7598713596569591,Tier 1,0.0,0,1.1174297045451662,-0.9749983196713342,1.3843920141659571,0.6046212894831744,-1.2710616444445997,-5.024878318423665,0.7561275889626934,-0.7661006908295811,0.5732895453024279,-1.9843634722106338,-1.147479371725762,-1.6310663255951814
Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46.0,65,11.4,29,10188,82,-1.174053202915382,-1.0390861804330203,-0.7692876289594286,-0.341437885385184,-0.8001888644288471,-1.0126907434074062,-0.07184695674108738,0.4500102891071356,0.15594301945376507,-1.56616415956189,-1.0990862943084903,-0.6508950575092258,3.4011973816621555,0.47494664453314256,0.9053497942386831,Tier 2,1.0,1,-1.1740532029153825,-0.341437885385184,-0.8001888644288466,-1.0126907434074064,-0.07184695674108704,0.45001028910713264,0.15594301945376496,-1.5661641595618898,-0.6508950575092249,0.6429843105520007,0.47494664453314595,0.6130958528832952
Eastern Nazarene College,Yes,516,409,200,17,40,1238,30,8770,3500,450,700,58.0,58,17.3,17,6430,70,-1.112812754971866,-1.1188724991689272,-0.9217638545476958,-0.5017164322200879,-0.43399185633446546,-1.36021775036312,-0.30677822933922055,-0.6133100628932622,-1.101513269226262,-0.9871491082986636,-1.4419827001745347,0.8327505724393898,2.8903717578961645,-0.759788485375378,0.7926356589147286,Tier 1,0.0,1,-1.1128127549718665,-0.5017164322200879,-0.43399185633446496,-1.3602177503631203,-0.3067782293392203,-0.6133100628932651,-1.101513269226262,-0.9871491082986635,0.8327505724393907,-0.19091960062784105,-0.7597884853753746,0.6130958528832952
Eckerd College,Yes,1422,1109,366,33,65,1363,23,15360,4080,600,1000,82.0,89,12.8,26,15003,59,-0.11636099733573237,-0.0640939059007668,-0.22009104125718734,0.5255753751737814,-0.3272734116863364,-1.4905160868454934,1.1867794586137403,0.4500102891071356,-0.3840412733049989,0.547315906408957,0.5990025096854961,-0.27600423628062754,3.295836866004329,1.2998105717747677,0.779887482419128,Tier 3,2.0,1,-0.11636099733573273,0.5255753751737814,-0.32727341168633584,-1.4905160868454936,1.186779458613741,0.45001028910713264,-0.384041273304999,0.5473159064089571,-0.2760042362806267,0.4709871710129802,1.299810571774771,0.6130958528832952
Elizabethtown College,Yes,2417,1843,426,36,70,1476,299,14190,4400,500,750,65.0,68,12.8,25,9815,81,0.37613941105761345,0.4452906784171867,-0.05383014942152638,0.6737982758594404,-0.24058705671893563,-0.07764022680607503,0.9577903276684954,-0.22842386667757714,-0.9642037997398574,-0.5911658485053487,-0.9323663945762501,-0.27600423628062754,3.258096538021482,0.3859374843022131,0.7625155151013653,Tier 2,1.0,1,0.3761394110576132,0.6737982758594404,-0.24058705671893507,-0.07764022680607516,0.9577903276684959,-0.22842386667758008,-0.9642037997398575,-0.5911658485053486,-0.2760042362806267,0.4093774833820336,0.38593748430221647,0.6130958528832952
Elmira College,Yes,1457,1045,345,27,50,1109,502,14990,4980,450,550,77.0,98,21.5,21,7502,64,-0.09336229592578138,-0.1249010260573886,-0.28586197600980917,0.19611044886994475,-0.5588495551486681,0.25389111824308214,1.1156414135677237,-0.6133100628932622,-1.5760014399966644,0.18659042799950562,1.4679867891663476,1.7692396039237115,3.091042453358316,-0.311398337461828,0.7172271791352093,Tier 2,1.0,1,-0.09336229592578173,0.19611044886994478,-0.5588495551486675,0.253891118243082,1.1156414135677244,-0.6133100628932651,-1.5760014399966644,0.18659042799950573,1.7692396039237124,0.13666787740698347,-0.3113983374618246,0.6130958528832952
Elms College,Yes,245,208,125,23,46,544,436,11800,4765,450,1700,71.0,71,11.3,21,8952,86,-1.893919863284145,-1.877052239568345,-1.5143455299616815,-0.055200718403029835,-1.4436943590391984,0.16201505077606465,0.44825302508719794,-0.6133100628932622,0.7190202592323777,-0.21785519984906473,-0.7532925064547982,-0.6783404959869432,3.091042453358316,0.15845923414946012,0.8489795918367347,Tier 2,1.0,1,-1.8939198632841456,-0.05520071840302981,-1.443694359039198,0.1620150507760645,0.4482530250871984,-0.6133100628932651,0.7190202592323776,-0.21785519984906462,-0.6783404959869423,0.13666787740698347,0.15845923414946353,0.6130958528832952
Elon College,Yes,3624,2786,858,11,39,2933,334,9100,3883,490,1777,70.0,74,18.9,34,6329,63,0.7394484519733268,0.8464914053689743,0.6647581257770986,-1.086763562568219,0.44752548108068063,-0.008231643139918499,-0.21693964477131303,-0.3026285831080377,0.8130812493047934,-0.2822395518114497,-0.5615293446508958,1.1989535360782693,3.5553480614894135,-0.8079831765673369,0.7687637969094923,Tier 2,1.0,1,0.7394484519733265,-1.086763562568219,0.44752548108068135,-0.008231643139918627,-0.21693964477131272,-0.30262858310804064,0.8130812493047933,-0.2822395518114496,1.1989535360782702,0.8946295860401178,-0.8079831765673334,0.6130958528832952
Embry Riddle Aeronautical University,Yes,3151,2584,958,14,40,4772,856,7800,3750,570,3020,37.0,43,16.5,4,12878,44,0.6152271100159455,0.7742751699179311,0.7710243277191544,-0.7707527080612918,0.8765102680351308,0.6135642712666933,-0.5844302569996452,0.2575377348537919,1.9634383678271814,-1.9168842611140002,-1.9776078392543555,0.644714555054433,1.6094379124341003,0.9947926531865647,0.8200571247223104,Tier 1,0.0,1,0.6152271100159453,-0.7707527080612918,0.8765102680351317,0.6135642712666932,-0.584430256999645,0.25753773485378895,1.9634383678271814,-1.916884261114,0.6447145550544339,-2.281996660972765,0.9947926531865682,0.6130958528832952
Emory & Henry College,Yes,765,646,226,30,60,809,32,8578,4408,700,1600,79.0,88,13.9,51,8061,82,-0.716881265743873,-0.6263655427026067,-0.7745539224282342,0.36697415013628076,-0.9337966317791527,-1.3280489215668767,-0.360073223336961,1.0361203920422728,0.5907915473312468,0.32830123229754177,0.5107083351693819,0.007444705863380231,3.9512437185814275,-0.11486438098249267,0.8444444444444444,Tier 1,0.0,1,-0.7168812657438735,0.36697415013628076,-0.9337966317791523,-1.328048921566877,-0.36007322333696073,1.03612039204227,0.5907915473312467,0.3283012322975419,0.007444705863381065,1.5409145833240059,-0.11486438098248927,0.6130958528832952
Emory University,Yes,8506,4168,1236,76,97,5544,192,17600,6000,600,870,97.0,98,5.0,28,28457,96,1.4701322671197867,1.226567553852521,1.0098415832783831,2.0928346521784613,0.9997547597925691,-0.34790025818910786,1.5950770943561485,0.4500102891071356,-0.6664310698733399,1.7579755503460055,1.4679867891663476,-2.6737361005777425,3.367295829986474,2.3361171475577955,0.4900070538443452,Tier 3,2.0,1,1.4701322671197867,2.0928346521784613,0.99975475979257,-0.34790025818910797,1.5950770943561494,0.45001028910713264,-0.66643106987334,1.7579755503460057,-2.6737361005777416,0.5876412830644702,2.336117147557799,0.6130958528832952
Emporia State University,No,1256,1256,853,43,79,3957,588,5401,3144,450,1888,72.0,75,19.3,4,5527,50,-0.23441691019814975,0.06241948407394689,0.6590740470962431,0.9869678941908152,0.7168177705447047,0.3584923578807879,-1.3859930855556177,-0.6133100628932622,0.9422389828861828,-0.15260601513862246,-0.4947312768374728,1.2885917052230036,1.6094379124341003,-1.237794016127305,1.0,Tier 1,0.0,0,-0.23441691019815014,0.9869678941908152,0.7168177705447055,0.3584923578807878,-1.3859930855556175,-0.6133100628932651,0.9422389828861827,-0.15260601513862235,1.2885917052230045,-2.281996660972765,-1.2377940161273018,-1.6310663255951814
Erskine College,Yes,659,557,167,47,74,532,35,10485,3840,475,1246,76.0,80,13.5,47,7527,67,-0.865502195017552,-0.7843594532278275,-1.144072129993233,1.149194432108028,-1.473684770900924,-1.283040747143142,0.13839333096274126,-0.41644976624509533,0.0679120703070027,0.11702645125926653,-0.13862047133804148,-0.09458022317359067,3.871201010907891,-0.3021305628516219,0.8452200303490136,Tier 2,1.0,1,-0.8655021950175525,1.149194432108028,-1.4736847709009235,-1.2830407471431422,0.13839333096274165,-0.4164497662450983,0.06791207030700261,0.11702645125926664,-0.09458022317358984,1.410247827615283,-0.3021305628516185,0.6130958528832952
Eureka College,Yes,560,454,113,36,56,484,16,10955,3450,330,670,62.0,87,10.6,31,9552,53,-1.0295847576245885,-1.0050048993271532,-1.647270102366679,0.6737982758594404,-1.6024522505860053,-1.6630437463928247,0.2519265467698888,-1.7166036555111774,-1.1883259420434003,-0.7661006908295812,0.4240248994484804,-0.8731797768392634,3.4657359027997265,0.319979462610995,0.8107142857142857,Tier 2,1.0,1,-1.029584757624589,0.6737982758594404,-1.602452250586005,-1.663043746392825,0.2519265467698892,-1.7166036555111803,-1.1883259420434003,-0.7661006908295811,-0.8731797768392625,0.7483410559744619,0.3199794626109984,0.6130958528832952
Evergreen State College,No,1801,1101,438,14,50,3065,363,6297,4600,600,1323,75.0,78,18.1,14,8355,68,0.10538769741942447,-0.07148648415103545,-0.023822893453510147,-0.7707527080612918,0.48822314872264966,0.04447707384284606,-1.0635073513905693,0.4500102891071356,0.19241330937881712,0.0483242129188789,-0.28553671812966114,1.0174287020688948,2.70805020110221,-0.01972201898777827,0.6113270405330372,Tier 1,0.0,0,0.10538769741942416,-0.7707527080612918,0.4882231487226504,0.04447707384284594,-1.063507351390569,0.45001028910713264,0.192413309378817,0.04832421291887901,1.0174287020688957,-0.4885527893899716,-0.019722018987774863,-1.6310663255951814
Fairfield University,Yes,4784,3346,781,30,66,2984,1037,15000,6200,700,1100,86.0,90,15.1,30,11220,94,0.9823348477606402,1.020637550318506,0.5726885953364101,0.36697415013628076,0.46350919929362894,0.7475456194061476,1.11757913350628,1.0361203920422728,-0.18909060280163872,0.85134914782765,0.6889187505729792,0.30686845488617265,3.4339872044851463,0.6970321084027622,0.6994147157190636,Tier 2,1.0,1,0.9823348477606401,0.36697415013628076,0.46350919929362966,0.7475456194061475,1.1175791335062806,1.03612039204227,-0.18909060280163884,0.8513491478276501,0.3068684548861735,0.6965124818629844,0.6970321084027656,0.6130958528832952
Fayetteville State University,No,1455,1064,452,1,16,2632,617,6806,2550,350,766,75.0,75,15.1,10,6972,24,-0.0946604521752793,-0.10644185537941622,0.010009173182504104,-3.3604972185977373,0.3457423076588139,0.3906643452078981,-0.8935914093688284,-1.5106521571588025,-0.9220525010530148,0.0483242129188789,-0.4947312768374728,0.30686845488617265,2.3978952727983707,-0.5197909884886112,0.7312714776632302,Tier 1,0.0,0,-0.09466045217527966,-3.3604972185977373,0.3457423076588146,0.390664345207898,-0.8935914093688283,-1.5106521571588054,-0.922052501053015,0.04832421291887901,0.3068684548861735,-0.9948692225349889,-0.5197909884886077,-1.6310663255951814
Ferrum College,Yes,1339,1107,336,12,36,1051,82,9400,4200,500,1600,53.0,58,12.5,9,7967,22,-0.17342342157651053,-0.06593668735975591,-0.3154782483361486,-0.9749983196713342,-0.6208970022162605,-0.8349558950771351,-0.13710626070339257,-0.22842386667757714,0.5907915473312468,-1.2437860097000295,-1.4419827001745347,-0.3549362148576937,2.302585092994046,-0.14642074335793534,0.8267363704256908,Tier 2,1.0,1,-0.1734234215765109,-0.9749983196713342,-0.62089700221626,-0.8349558950771352,-0.13710626070339224,-0.22842386667758008,0.5907915473312467,-1.2437860097000293,-0.3549362148576929,-1.1504595610307922,-0.14642074335793193,0.6130958528832952
Flagler College,Yes,1415,714,338,18,52,1345,44,5120,3200,500,2140,52.0,60,18.1,9,3930,69,-0.12103364729381932,-0.5206185467804301,-0.308818395877261,-0.4199221856006503,-0.3418895660093807,-1.1662791245185322,-1.4943209387638388,-0.22842386667757714,1.211148440576278,-1.2924820339757115,-1.3504282584260159,1.0174287020688948,2.302585092994046,-2.4699457944836656,0.5045936395759717,Tier 1,0.0,1,-0.12103364729381969,-0.4199221856006503,-0.34188956600938014,-1.1662791245185324,-1.4943209387638385,-0.22842386667758008,1.211148440576278,-1.2924820339757113,1.0174287020688957,-1.1504595610307922,-2.469945794483662,0.6130958528832952
Florida Institute of Technology,Yes,1947,1580,523,39,74,1863,233,13900,4140,750,1500,90.0,90,10.6,7,8923,57,0.177699124444396,0.2927954356327558,0.16477315699575731,0.813108029442438,0.004378952833935045,-0.23126573405948517,0.899127874205856,1.3022200551005034,0.4549153027020339,1.1690808548601646,0.6889187505729792,-0.8731797768392634,2.0794415416798357,0.1502305648799366,0.8115048793014895,Tier 2,1.0,1,0.1776991244443957,0.813108029442438,0.004378952833935669,-0.2312657340594853,0.8991278742058566,1.3022200551005005,0.4549153027020338,1.1690808548601648,-0.8731797768392625,-1.5147331439094829,0.15023056487994002,0.6130958528832952
Florida International University,No,3306,2079,1071,42,89,10208,9310,6597,2494,800,3028,81.0,96,13.9,20,6722,66,0.658021803077331,0.5634847774357644,0.8766867274912202,0.9446685054628222,1.4618965569197777,2.4757530771454985,-0.9623153382495809,1.5532793221777257,1.9692907597622487,0.47345197633411173,1.2631079470739583,0.007444705863380231,3.044522437723423,-0.6267821050118766,0.6288566243194192,Tier 1,0.0,0,0.6580218030773308,0.9446685054628222,1.4618965569197786,2.4757530771454985,-0.9623153382495808,1.5532793221777228,1.9692907597622487,0.47345197633411185,0.007444705863381065,0.06072567486027672,-0.6267821050118731,-1.6310663255951814
Florida Southern College,Yes,1381,1040,374,20,44,1506,970,8025,4865,400,650,65.0,74,17.4,10,6339,68,-0.1440881181492762,-0.1298184303326653,-0.19617223817607918,-0.2659654673280355,-0.21892457837357734,0.7006045081127189,-0.518090347104497,-1.0374664620502536,-1.2482237688586597,-0.5911658485053487,-0.5615293446508958,0.856014562411618,2.3978952727983707,-0.8031586768066092,0.7530774800868936,Tier 1,0.0,1,-0.14408811814927655,-0.2659654673280355,-0.2189245783735768,0.7006045081127188,-0.5180903471044968,-1.0374664620502565,-1.2482237688586597,-0.5911658485053486,0.8560145624116189,-0.9948692225349889,-0.8031586768066058,0.6130958528832952
Florida State University,No,11651,8683,3023,50,90,18906,3242,6680,4060,600,1020,80.0,89,23.1,15,7250,58,1.7281886507712754,1.8920110472340435,1.7778804047413825,1.2642526226817787,1.8700732800978384,1.5983010024130646,-0.9348542963707366,0.4500102891071356,-0.34364942230257384,0.4004468975888756,0.5990025096854961,2.106835476469549,2.772588722239781,-0.40755347407709425,0.7452579177752983,Tier 1,0.0,0,1.7281886507712756,1.2642526226817787,1.8700732800978395,1.5983010024130644,-0.9348542963707365,0.45001028910713264,-0.34364942230257395,0.4004468975888757,2.10683547646955,-0.3831960439675105,-0.40755347407709086,-1.6310663255951814
Fontbonne College,Yes,291,245,126,16,49,981,337,8390,4100,350,1500,45.0,55,21.5,24,4607,62,-1.7096511066493612,-1.6901620551978638,-1.5039385616717047,-0.5871679226871698,-0.7015831747194612,-0.0025917327796210377,-0.4130223073035521,-1.5106521571588025,0.4549153027020339,-1.6086866532996464,-1.5700197651757861,1.7692396039237115,3.2188758248682006,-1.8673076190003055,0.8419243986254296,Tier 1,0.0,1,-1.7096511066493618,-0.5871679226871698,-0.7015831747194606,-0.002591732779621166,-0.4130223073035519,-1.5106521571588054,0.4549153027020338,-1.6086866532996462,1.7692396039237124,0.34535112178986943,-1.8673076190003022,0.6130958528832952
Fordham University,Yes,4200,2874,942,30,55,4740,1646,14235,6965,600,1735,86.0,97,14.4,14,10864,80,0.8690821710896061,0.8762171226552795,0.7549057289868175,0.36697415013628076,0.8708852134736583,1.080876074771247,0.966822371531496,0.4500102891071356,0.7622541404499796,0.85134914782765,1.3646918631281069,0.13338168663923816,2.70805020110221,0.6241046897436674,0.6842857142857143,Tier 2,1.0,1,0.869082171089606,0.36697415013628076,0.8708852134736592,1.0808760747712467,0.9668223715314965,0.45001028910713264,0.7622541404499795,0.8513491478276501,0.133381686639239,-0.4885527893899716,0.6241046897436708,0.6130958528832952
Fort Lewis College,No,3440,2823,1123,16,35,3793,486,6198,3320,500,2500,89.0,97,19.1,6,4362,46,0.6933170739404518,0.8591104514405646,0.9210697709438715,-0.5871679226871698,0.679811699576545,0.23266501930291825,-1.0975941017462731,-0.22842386667757714,1.5483576157405647,1.088365515897431,1.3646918631281069,1.2438640196807271,1.9459101490553132,-2.068683701841206,0.8206395348837209,Tier 1,0.0,0,0.6933170739404516,-0.5871679226871698,0.6798116995765457,0.2326650193029181,-1.097594101746273,-0.22842386667758008,1.5483576157405647,1.0883655158974312,1.243864019680728,-1.7327181967225165,-2.0686837018412025,-1.6310663255951814
Francis Marion University,No,1801,1655,819,13,38,3224,436,5840,3138,400,2430,76.0,76,19.1,8,5039,43,0.10538769741942447,0.3389010191138248,0.6193737358829426,-0.8699539009271027,0.5344998277137465,0.16201505077606465,-1.2239288188739808,-1.0374664620502536,1.4864759777374474,0.11702645125926653,-0.4264744945937568,1.2438640196807271,2.1972245773362196,-1.5496457748860792,0.9189339255968906,Tier 1,0.0,0,0.10538769741942416,-0.8699539009271027,0.5344998277137473,0.1620150507760645,-1.2239288188739805,-1.0374664620502565,1.4864759777374474,0.11702645125926664,1.243864019680728,-1.3224567005698127,-1.549645774886076,-1.6310663255951814
Franciscan University of Steubenville,Yes,553,452,228,22,49,1301,242,9650,4400,600,1000,57.0,69,14.9,8,6336,83,-1.0423458045914178,-1.0098042465806896,-0.7640480312486717,-0.12305785184375591,-0.3786440667843372,-0.20816424756026056,-0.07184695674108738,0.4500102891071356,-0.3840412733049989,-1.0402279266691847,-0.8740644345850307,0.25762653611778125,2.1972245773362196,-0.8046047941784109,0.8173598553345389,Tier 2,1.0,1,-1.0423458045914182,-0.12305785184375588,-0.3786440667843367,-0.2081642475602607,-0.07184695674108704,0.45001028910713264,-0.384041273304999,-1.0402279266691845,0.2576265361177821,-1.3224567005698127,-0.8046047941784075,0.6130958528832952
Franklin College,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54.0,78,12.5,37,11751,60,-0.6676970251428846,-0.6496147903737035,-0.5189479610447654,0.3114902312545737,-0.8877309597690635,-0.9367453110395152,0.11504114311786166,-0.04842263989595595,0.22675266952044001,-1.1942117308567397,-0.28553671812966114,-0.3549362148576937,3.6375861597263857,0.7994201623453256,0.7860696517412935,Tier 2,1.0,1,-0.6676970251428851,0.3114902312545737,-0.887730959769063,-0.9367453110395153,0.11504114311786204,-0.048422639895958894,0.2267526695204399,-1.1942117308567395,-0.3549362148576929,1.0288802355322406,0.7994201623453291,0.6130958528832952
Franklin Pierce College,Yes,5187,4471,446,3,14,1818,1197,13320,4630,500,800,50.0,56,17.6,16,6418,51,1.0521445937969205,1.2916873466103487,-0.0043401662010514215,-2.4898468540270966,-0.020763715512363775,0.8494423477519915,0.779346661757512,-0.22842386667757714,-0.8351230488947309,-1.3872357743997512,-1.5285622016377773,0.9023869004718886,2.833213344056216,-0.7654533268434851,0.861962598804704,Tier 2,1.0,1,1.0521445937969205,-2.4898468540270966,-0.020763715512363157,0.8494423477519913,0.7793466617575125,-0.22842386667758008,-0.835123048894731,-1.387235774399751,0.9023869004718895,-0.28422859422641605,-0.7654533268434817,0.6130958528832952
Freed-Hardeman University,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68.0,76,16.1,13,6078,62,-0.5622468205763451,-0.801822393946397,-0.3919018314594253,-0.2659654673280355,-0.49384692777278794,-1.0998962465708486,-1.34871084308014,0.4500102891071356,0.5907915473312468,-0.4084111622322628,-0.4264744945937568,0.5493669618582906,2.6390573296152584,-0.9330607808068979,0.6122905027932961,Tier 1,0.0,1,-0.5622468205763456,-0.2659654673280355,-0.49384692777278744,-1.0998962465708488,-1.3487108430801398,0.45001028910713264,0.5907915473312467,-0.4084111622322627,0.5493669618582915,-0.6011810967805445,-0.9330607808068945,0.6130958528832952
Fresno Pacific College,Yes,346,274,146,51,87,704,63,9900,3670,630,1818,59.0,59,10.5,14,8095,54,-1.5266009824472688,-1.5636896646990175,-1.3138000361044262,1.3014640186407533,-1.107421233630526,-0.977732578480075,-0.007688462049560396,0.6342683937995313,0.861636342842044,-0.9331961957727689,-1.3968339859427865,-0.9014177956963639,2.70805020110221,-0.10358970222331254,0.791907514450867,Tier 2,1.0,1,-1.5266009824472695,1.3014640186407533,-1.1074212336305256,-0.9777325784800751,-0.00768846204956005,0.6342683937995284,0.8616363428420439,-0.9331961957727688,-0.901417795696363,-0.4885527893899716,-0.10358970222330914,0.6130958528832952
Furman University,Yes,2161,1951,685,56,82,2371,175,13440,4048,600,1250,92.0,95,13.5,28,12940,82,0.2737926635555446,0.5012764581715033,0.4420236700535785,1.4797920762381027,0.2452750495156322,-0.40298434479574485,0.8044058923079676,0.4500102891071356,0.07455286562134902,1.33307333133831,1.1632240797157132,-0.09458022317359067,3.367295829986474,1.0047736471226858,0.9028227672373901,Tier 2,1.0,1,0.2737926635555443,1.4797920762381027,0.24527504951563286,-0.40298434479574496,0.8044058923079681,0.45001028910713264,0.07455286562134893,1.3330733313383103,-0.09458022317358984,0.5876412830644702,1.0047736471226891,0.6130958528832952
Gannon University,Yes,2464,1908,678,24,57,2693,691,10970,4280,500,1380,47.0,51,13.3,18,7711,65,0.3936603593371112,0.4793929447378233,0.4316790059357647,0.010498375683124296,0.3674799148138137,0.4669664040703431,0.2554968086523192,-0.22842386667757714,0.28032603733446737,-1.5227568340436293,-1.723952118227403,-0.14603378484101756,2.9444389791664403,-0.2353503547617686,0.7743506493506493,Tier 2,1.0,1,0.39366035933711097,0.010498375683124323,0.36747991481381437,0.466966404070343,0.2554968086523196,-0.22842386667758008,0.28032603733446726,-1.522756834043629,-0.14603378484101673,-0.10265686440973162,-0.2353503547617652,0.6130958528832952
Gardner Webb University,Yes,1110,930,332,18,36,1603,374,8180,4270,500,500,65.0,58,15.2,12,5664,29,-0.35301784305921613,-0.24490582039149214,-0.32893621621951563,-0.4199221856006503,-0.15232564877844101,0.06348128558969865,-0.4730969092210614,-0.22842386667757714,-1.7612021643396452,-0.5911658485053487,-1.4419827001745347,0.3313941033568041,2.5649493574615367,-1.1577716697106115,0.8378378378378378,Tier 1,0.0,1,-0.3530178430592165,-0.4199221856006503,-0.15232564877844043,0.06348128558969852,-0.4730969092210612,-0.22842386667758008,-1.7612021643396452,-0.5911658485053486,0.3313941033568049,-0.7221596165599387,-1.1577716697106082,0.6130958528832952
