Review Title,Reviewer Name,Reviewer Location,Review Time,Verified,Review,Aircraft Model,Type Of Traveller,Seat Type,Route,Date flown,Overall Rating,Seat rating,Cabin rating,Food rating,Inflight Entertainment rating,Ground rating,Value of money,Recommended
cut my trip short by one day,Harley Salinas,United States,2024-11-15,Trip Verified,"My initial flight (QR 649) was scheduled on November 12 at 9:30 am from Kathmandu to Doha. On November 7, Qatar canceled my flight because of ""operational issues."" I was told that Nepal's airport renovation had resulted in several airline cancellations over the previous eight months. Qatar was aware of this problem for a long time because I made my travel arrangements in April 2024. My original flight (QR 649) was changed from 9 am to 7 pm on November 12 and there were other Qatar flights from Kathmandu to Doha on November 12 however Qatar never accommodated me to take one of those flights. Rather, I was instructed to fly from Kathmandu to Doha on November 18 or from New Delhi to Doha on November 11. I chose to fly from Delhi on November 11 because I had to return to Chicago by November 13 for work. Additionally, Qatar informed me that I would need to arrange my own airfare from Kathmandu to Delhi. I had to pay $500 to another airline for a ticket from Kathmandu to Delhi. I was informed by Qatar that I would not receive reimbursement for this flight. To get home to Chicago, I had to pay an additional $500 and cut my trip short by one day. Furthermore, Qatar misled me by claiming that there would be no additional flights on November 12.",,Couple Leisure,Economy Class,Kathmandu to Doha,November 2024,1/10,,,,,1.0,1,no
ticketing staff was unhelpful,P Reddy ,India,2024-11-14,Trip Verified,"Flew to London last week and the journey was totally flawless. On the return journey wanted to make a date change, so went to the terminal 4 hoping that this would be quicker and simpler. The ticketing staff was unhelpful and I had to stick to the original itinerary. Upon returning to Doha today early morning, there was NO jet bridge so passengers had to uae the stairs.",Boeing 777,Solo Leisure,Economy Class,Bengaluru to London Heathrow,November 2024,4/10,2.0,3.0,2.0,3.0,1.0,3,no
reluctant to serve me champagne,N Barton,Australia,2024-11-10,Trip Verified,"Disappointed with the service on the Melb to Doha leg. The FA was reluctant to serve me champagne before take off and when I asked for another glass during dinner, conveniently forgot. I had to ask for my tray to be clreaed after dinner. The same crew member made up the bed which again had to ask. The main meal was ordinary, not the same standard as in the past. The Qsuite was nice and comfortable and managed to sleep 8 hours. I would rate this flight 3 out of 5. My flight from Doha to Nairobi was outstanding. The FA were magnificent, efficient, served me champagne even though it was 2am without any question or judgement. The meals were nice. The flight in the  A350 . I paid BC as this is my trip to celebrate my 70th and was disappointed in the standard of service in the first part of the journey but definitely not the second.",Boeing 777 / A350,Solo Leisure,Business Class,Melbourne to Nairobi via Doha,November 2024,7/10,5.0,4.0,3.0,2.0,4.0,2,yes
serve me cold omelette,S Lobarda,Spain,2024-11-08,Trip Verified,"I always fly business class with Qatar Airways and this is the first time I got disappointed with the service, especially with the food. They serve me cold omelette and I asked for cappuccino they serve me like a glass of milk with a small amount of coffee.",A350-900,Business,Business Class,Doha to Milan,November 2024,1/10,3.0,1.0,1.0,3.0,1.0,1,no
expect them to provide transit accommodation,Ameer Ali,Nepal,2024-11-08,Trip Verified,"I booked business class KTM-DOH-LHR and back with British Airways and Qatar Airways. 2 days before my flight back from London I get a message stating they have cancelled my connecting flight from Doha to KTM and replaced it with a flight next morning, with a 10 hour layover. I expect them to do is provide transit accommodation in Doha, when they they chose to put me through the unwanted 10 hour layover but they don't. I am asked to land in Doha and try my luck with the transfer desk, I am not amused by the thought of running around for accommodation past midnight when my flight lands. I call them, chat with them, my agent in KTM files a request , my travel agent sends a mail, and I filed a formal complaint. Nothing.",,Business,Business Class,London to Kathmandu via Doha,November 2024,1/10,,,,,1.0,1,no
cancel the flight for operational reasons,J Gregory,Cayman Islands,2024-11-07,Trip Verified,"Worst experience in over 50 years. 2 days before they cancel the flight for operational reasons and offer no alternative route despite having a flight a day before which I was willing to take and assume the cost of the extra night stay. I have traveled with them before, ok in flight, but will never expose myself to this lack of service again.",,Solo Leisure,Economy Class,Madrid to Katmandu via Doha,November 2024,1/10,3.0,3.0,3.0,3.0,1.0,1,no
did not receive a premium experience,Mark Curran,United Kingdom,2024-11-07,Trip Verified,"I paid a premium price and did not receive a premium experience. The aircraft on both legs was very dated, WIFI did not work and the entertainment was terrible. On both flights my main course was very dry and tasteless. My flight between Durban and Doha was chaotic, the cabin was half empty and I still had to keep asking for water or to have a second glass of wine. Drink quality was good but very controlled.",Boeing 787-8,Couple Leisure,Business Class,Durban to Dublin via Doha,November 2024,1/10,3.0,1.0,2.0,1.0,3.0,1,no
Wifi on both legs was terrible,Mark Curran,United Kingdom,2024-11-07,Trip Verified,"This was my first time flying Qatar as I feel that Emirates are now getting very dated especially on the Dublin/ Dubai route. Qatar was excellent between Dublin and Doha. Cabin was modern, service was excellent and food was the best I have had on a flight . I really enjoyed it. The flight between Doha and Cape Town was not so good. It was a much older cabin but as it was a late night flight I did not want food so I cannot really comment on service and food quality although I was disappointed with the seat and the entertainment. There was very little selection, and some of the TV series were season 2 or season 3 which does not make sense if season one is not available. This part of my trip really did bust my bubble. Wifi on both legs was terrible and really not worth the effort.","Boeing 787-9 , A350-900",Couple Leisure,Business Class,Dublin to Cape Town via Doha,October 2024,5/10,3.0,3.0,3.0,1.0,5.0,3,no
inflight service was very ordinary,B Saunders,Australia,2024-11-06,Trip Verified,"My check in process through the Business counter was excessively long. The staff member had no idea what he was doing. The Economy counter next to me pumped out 3-4 people while this man pondered my check in at snail pace. It was very frustrating, but only the beginning of what was to come. On boarding the aircraft I realised it was a small A320 and had I known that at the time of the upgrade offer, I would never have paid for it. The seat is nothing more than a premium economy, it barely reclined, there was no footrest, there was no entertainment unit (unless you count an annoying stand alone IPad). Honestly, it was horrible. The seat was not comfortable at all, the aircraft was freezing, the windows were absolutely filthy with caked on muck BUT the icing on the cake was inflight service. It was very ordinary and although the food menu presented well and I enjoyed my appetizer and main, they forgot my dessert and coffee altogether. What a waste of money.",A320,Business,Business Class,Istanbul to Doha,October 2024,3/10,2.0,3.0,2.0,1.0,2.0,1,no
service outstanding from start to finish,Mouaad Joumani,Norway,2024-11-06,Not Verified,"Excellent Service by the Flight Attendants on Qatar Airways (Flight QR 976, October 20). I recently flew with Qatar Airways on Flight QR 976 from Doha to Hanoi on October 20, in Business Class, and had the pleasure of being assisted by two amazing flight attendants, Yu Hee and Anastasia. Their service was outstanding from start to finish. They were attentive, friendly, and professional, ensuring that all passengers in Business Class were comfortable and well taken care of. Yu Hee and Anastasia’s warm attitude and attention to detail truly stood out, and they went above and beyond to make the flight a pleasant experience. Whether it was answering questions or offering assistance, they did it all with a smile and genuine care. I want to extend my sincere thanks to these wonderful flight attendants for their excellent service. They truly made a difference in my travel experience, and I look forward to flying with Qatar Airways again.",Boeing 787-8 / Boeing 777-300,Solo Leisure,Business Class,Oslo to Hanoi via Doha,October 2024,10/10,5.0,5.0,5.0,5.0,5.0,5,yes
